二月田,九州旅客鉄道,指宿枕崎線,0
江部乙,北海道旅客鉄道,函館線,0
納内,北海道旅客鉄道,函館線,0
滝川,北海道旅客鉄道,函館線,3300
岩見沢,北海道旅客鉄道,函館線,9222
野幌,北海道旅客鉄道,函館線,13190
銭函,北海道旅客鉄道,函館線,4038
美唄,北海道旅客鉄道,函館線,2550
銀山,北海道旅客鉄道,函館線,58
豊幌,北海道旅客鉄道,函館線,0
小樽,北海道旅客鉄道,函館線,17946
南小樽,北海道旅客鉄道,函館線,3504
倶知安,北海道旅客鉄道,函館線,1034
塩谷,北海道旅客鉄道,函館線,0
比羅夫,北海道旅客鉄道,函館線,0
ニセコ,北海道旅客鉄道,函館線,278
然別,北海道旅客鉄道,函館線,0
蘭越,北海道旅客鉄道,函館線,174
稲穂,北海道旅客鉄道,函館線,0
札幌,北海道旅客鉄道,函館線,190576
小沢,北海道旅客鉄道,函館線,0
高砂,北海道旅客鉄道,函館線,5754
厚別,北海道旅客鉄道,函館線,6492
昆布,北海道旅客鉄道,函館線,0
蘭島,北海道旅客鉄道,函館線,56
砂川,北海道旅客鉄道,函館線,1296
白石,北海道旅客鉄道,函館線,15856
手稲,北海道旅客鉄道,函館線,30670
光珠内,北海道旅客鉄道,函館線,0
峰延,北海道旅客鉄道,函館線,0
奈井江,北海道旅客鉄道,函館線,648
江別,北海道旅客鉄道,函館線,7656
琴似,北海道旅客鉄道,函館線,23036
大麻,北海道旅客鉄道,函館線,14388
小樽築港,北海道旅客鉄道,函館線,5002
余市,北海道旅客鉄道,函館線,1418
星置,北海道旅客鉄道,函館線,12528
ほしみ,北海道旅客鉄道,函館線,0
幌向,北海道旅客鉄道,函館線,2552
苗穂,北海道旅客鉄道,函館線,8394
稲積公園,北海道旅客鉄道,函館線,9624
仁木,北海道旅客鉄道,函館線,0
豊沼,北海道旅客鉄道,函館線,0
札幌,北海道旅客鉄道,函館線,0
森林公園,北海道旅客鉄道,函館線,8382
茶志内,北海道旅客鉄道,函館線,0
発寒中央,北海道旅客鉄道,函館線,8258
朝里,北海道旅客鉄道,函館線,0
上幌向,北海道旅客鉄道,函館線,0
桑園,北海道旅客鉄道,函館線,20168
発寒,北海道旅客鉄道,函館線,8840
長万部,北海道旅客鉄道,函館線,374
五稜郭,北海道旅客鉄道,函館線,1876
鹿部,北海道旅客鉄道,函館線,0
森,北海道旅客鉄道,函館線,552
落部,北海道旅客鉄道,函館線,62
山越,北海道旅客鉄道,函館線,0
池田園,北海道旅客鉄道,函館線,0
流山温泉,北海道旅客鉄道,函館線,0
北豊津,北海道旅客鉄道,函館線,0
二股,北海道旅客鉄道,函館線,0
渡島沼尻,北海道旅客鉄道,函館線,0
石谷,北海道旅客鉄道,函館線,0
銚子口,北海道旅客鉄道,函館線,0
東山,北海道旅客鉄道,函館線,0
野田生,北海道旅客鉄道,函館線,0
石倉,北海道旅客鉄道,函館線,0
仁山,北海道旅客鉄道,函館線,0
黒岩,北海道旅客鉄道,函館線,0
八雲,北海道旅客鉄道,函館線,492
掛澗,北海道旅客鉄道,函館線,0
蕨岱,北海道旅客鉄道,函館線,0
大中山,北海道旅客鉄道,函館線,0
東森,北海道旅客鉄道,函館線,0
山崎,北海道旅客鉄道,函館線,0
熱郛,北海道旅客鉄道,函館線,0
大沼,北海道旅客鉄道,函館線,126
渡島砂原,北海道旅客鉄道,函館線,0
尾白内,北海道旅客鉄道,函館線,0
赤井川,北海道旅客鉄道,函館線,0
駒ヶ岳,北海道旅客鉄道,函館線,0
函館,北海道旅客鉄道,函館線,6230
本石倉,北海道旅客鉄道,函館線,0
姫川,北海道旅客鉄道,函館線,0
鷲ノ巣,北海道旅客鉄道,函館線,0
桂川,北海道旅客鉄道,函館線,0
七飯,北海道旅客鉄道,函館線,1146
黒松内,北海道旅客鉄道,函館線,0
中ノ沢,北海道旅客鉄道,函館線,0
目名,北海道旅客鉄道,函館線,0
新函館北斗,北海道旅客鉄道,函館線,0
国縫,北海道旅客鉄道,函館線,0
桔梗,北海道旅客鉄道,函館線,640
大沼公園,北海道旅客鉄道,函館線,204
美瑛,北海道旅客鉄道,富良野線,1028
北美瑛,北海道旅客鉄道,富良野線,0
千代ヶ岡,北海道旅客鉄道,富良野線,0
西瑞穂,北海道旅客鉄道,富良野線,0
中富良野,北海道旅客鉄道,富良野線,0
富良野,北海道旅客鉄道,富良野線,1356
旭川,北海道旅客鉄道,富良野線,0
西神楽,北海道旅客鉄道,富良野線,0
美馬牛,北海道旅客鉄道,富良野線,0
西中,北海道旅客鉄道,富良野線,0
西御料,北海道旅客鉄道,富良野線,0
緑が丘,北海道旅客鉄道,富良野線,0
鹿討,北海道旅客鉄道,富良野線,0
学田,北海道旅客鉄道,富良野線,0
神楽岡,北海道旅客鉄道,富良野線,0
上富良野,北海道旅客鉄道,富良野線,654
西聖和,北海道旅客鉄道,富良野線,0
深川,北海道旅客鉄道,留萌線,0
秩父別,北海道旅客鉄道,留萌線,0
北秩父別,北海道旅客鉄道,留萌線,0
北一已,北海道旅客鉄道,留萌線,0
石狩沼田,北海道旅客鉄道,留萌線,136
恵比島,北海道旅客鉄道,留萌線,0
幌糠,北海道旅客鉄道,留萌線,0
藤山,北海道旅客鉄道,留萌線,0
真布,北海道旅客鉄道,留萌線,0
舎熊,北海道旅客鉄道,留萌線,0
阿分,北海道旅客鉄道,留萌線,0
峠下,北海道旅客鉄道,留萌線,0
増毛,北海道旅客鉄道,留萌線,2
朱文別,北海道旅客鉄道,留萌線,0
礼受,北海道旅客鉄道,留萌線,0
箸別,北海道旅客鉄道,留萌線,0
信砂,北海道旅客鉄道,留萌線,0
留萌,北海道旅客鉄道,留萌線,124
瀬越,北海道旅客鉄道,留萌線,0
大和田,北海道旅客鉄道,留萌線,0
宮津,WILLER　TRAINS,宮津線,1598
西舞鶴,WILLER　TRAINS,宮津線,748
京丹後大宮,WILLER　TRAINS,宮津線,288
コウノトリの郷,WILLER　TRAINS,宮津線,4
天橋立,WILLER　TRAINS,宮津線,862
東雲,WILLER　TRAINS,宮津線,14
久美浜,WILLER　TRAINS,宮津線,220
四所,WILLER　TRAINS,宮津線,50
与謝野,WILLER　TRAINS,宮津線,620
栗田,WILLER　TRAINS,宮津線,360
丹後神崎,WILLER　TRAINS,宮津線,28
峰山,WILLER　TRAINS,宮津線,634
夕日ヶ浦木津温泉,WILLER　TRAINS,宮津線,288
小天橋,WILLER　TRAINS,宮津線,148
豊岡,WILLER　TRAINS,宮津線,440
かぶと山,WILLER　TRAINS,宮津線,174
網野,WILLER　TRAINS,宮津線,520
丹後由良,WILLER　TRAINS,宮津線,132
岩滝口,WILLER　TRAINS,宮津線,76
牧,WILLER　TRAINS,宮福線,44
辛皮,WILLER　TRAINS,宮福線,6
喜多,WILLER　TRAINS,宮福線,8
大江山口内宮,WILLER　TRAINS,宮福線,6
公庄,WILLER　TRAINS,宮福線,26
福知山,WILLER　TRAINS,宮福線,2116
下天津,WILLER　TRAINS,宮福線,8
荒河かしの木台,WILLER　TRAINS,宮福線,64
二俣,WILLER　TRAINS,宮福線,4
大江,WILLER　TRAINS,宮福線,234
宮津,WILLER　TRAINS,宮福線,0
大江高校前,WILLER　TRAINS,宮福線,408
宮村,WILLER　TRAINS,宮福線,30
福知山市民病院口,WILLER　TRAINS,宮福線,66
城野,北九州高速鉄道,小倉線,2106
片野,北九州高速鉄道,小倉線,4199
旦過,北九州高速鉄道,小倉線,3366
北方,北九州高速鉄道,小倉線,3688
徳力公団前,北九州高速鉄道,小倉線,4270
徳力嵐山口,北九州高速鉄道,小倉線,2951
香春口三萩野,北九州高速鉄道,小倉線,4601
守恒,北九州高速鉄道,小倉線,4626
企救丘,北九州高速鉄道,小倉線,3851
競馬場前,北九州高速鉄道,小倉線,4344
小倉,北九州高速鉄道,小倉線,17256
志井,北九州高速鉄道,小倉線,2237
平和通,北九州高速鉄道,小倉線,6237
長,北条鉄道,北条線,48
法華口,北条鉄道,北条線,47
播磨下里,北条鉄道,北条線,80
播磨横田,北条鉄道,北条線,68
網引,北条鉄道,北条線,64
田原,北条鉄道,北条線,50
北条町,北条鉄道,北条線,621
谷上,北神急行電鉄,北神線,26905
新神戸,北神急行電鉄,北神線,0
白井,北総鉄道,北総線,9905
秋山,北総鉄道,北総線,6577
大町,北総鉄道,北総線,1636
小室,北総鉄道,北総線,3745
印旛日本医大,北総鉄道,北総線,4083
印西牧の原,北総鉄道,北総線,13052
東松戸,北総鉄道,北総線,17648
千葉ニュータウン中央,北総鉄道,北総線,24543
新鎌ヶ谷,北総鉄道,北総線,21411
松飛台,北総鉄道,北総線,4750
西白井,北総鉄道,北総線,12362
京成高砂,北総鉄道,北総線,0
北国分,北総鉄道,北総線,7872
新柴又,北総鉄道,北総線,4094
矢切,北総鉄道,北総線,7425
緑地公園,北大阪急行電鉄,南北線,32885
桃山台,北大阪急行電鉄,南北線,37706
千里中央,北大阪急行電鉄,南北線,90866
江坂,北大阪急行電鉄,南北線,0
四十万,北陸鉄道,石川線,244
鶴来,北陸鉄道,石川線,1070
日御子,北陸鉄道,石川線,180
額住宅前,北陸鉄道,石川線,329
西泉,北陸鉄道,石川線,221
野々市,北陸鉄道,石川線,69
馬替,北陸鉄道,石川線,234
新西金沢,北陸鉄道,石川線,960
井口,北陸鉄道,石川線,266
押野,北陸鉄道,石川線,60
野々市工大前,北陸鉄道,石川線,523
乙丸,北陸鉄道,石川線,406
野町,北陸鉄道,石川線,1691
道法寺,北陸鉄道,石川線,261
小柳,北陸鉄道,石川線,56
曽谷,北陸鉄道,石川線,54
磯部,北陸鉄道,浅野川線,96
七ツ屋,北陸鉄道,浅野川線,53
三口,北陸鉄道,浅野川線,87
蚊爪,北陸鉄道,浅野川線,343
三ツ屋,北陸鉄道,浅野川線,803
上諸江,北陸鉄道,浅野川線,383
北間,北陸鉄道,浅野川線,56
大河端,北陸鉄道,浅野川線,51
割出,北陸鉄道,浅野川線,378
北鉄金沢,北陸鉄道,浅野川線,4122
粟ヶ崎,北陸鉄道,浅野川線,41
内灘,北陸鉄道,浅野川線,2572
六渡寺,万葉線,高岡軌道線,136
高岡,万葉線,高岡軌道線,1032
米島口アルビス米島店前,万葉線,高岡軌道線,313
志貴野中学校前,万葉線,高岡軌道線,312
急患医療センター前,万葉線,高岡軌道線,136
新吉久,万葉線,高岡軌道線,80
坂下町,万葉線,高岡軌道線,178
広小路,万葉線,高岡軌道線,423
市民病院前,万葉線,高岡軌道線,182
吉久,万葉線,高岡軌道線,136
新能町,万葉線,高岡軌道線,109
荻布,万葉線,高岡軌道線,87
片原町,万葉線,高岡軌道線,131
旭ケ丘,万葉線,高岡軌道線,139
江尻,万葉線,高岡軌道線,299
能町口,万葉線,高岡軌道線,105
中伏木,万葉線,高岡軌道線,202
庄川口,万葉線,新湊港線,264
越ノ潟,万葉線,新湊港線,748
新町口,万葉線,新湊港線,164
六渡寺,万葉線,新湊港線,0
射水市新湊庁舎前,万葉線,新湊港線,595
東新湊,万葉線,新湊港線,115
海王丸,万葉線,新湊港線,181
中新湊,万葉線,新湊港線,255
砂田橋,名古屋ガイドウェイバス,ガイドウェイバス志段味線,2188
川宮,名古屋ガイドウェイバス,ガイドウェイバス志段味線,1193
川村,名古屋ガイドウェイバス,ガイドウェイバス志段味線,963
小幡緑地,名古屋ガイドウェイバス,ガイドウェイバス志段味線,987
白沢渓谷,名古屋ガイドウェイバス,ガイドウェイバス志段味線,863
金屋,名古屋ガイドウェイバス,ガイドウェイバス志段味線,1185
守山,名古屋ガイドウェイバス,ガイドウェイバス志段味線,908
ナゴヤドーム前矢田,名古屋ガイドウェイバス,ガイドウェイバス志段味線,1324
大曽根,名古屋ガイドウェイバス,ガイドウェイバス志段味線,5847
本郷,名古屋市,1号線東山線,23605
星ヶ丘,名古屋市,1号線東山線,51256
本山,名古屋市,1号線東山線,28914
上社,名古屋市,1号線東山線,22574
藤が丘,名古屋市,1号線東山線,58769
東山公園,名古屋市,1号線東山線,15235
一社,名古屋市,1号線東山線,28193
今池,名古屋市,1号線東山線,43757
亀島,名古屋市,1号線東山線,8714
池下,名古屋市,1号線東山線,27713
名古屋,名古屋市,1号線東山線,359747
八田,名古屋市,1号線東山線,12274
千種,名古屋市,1号線東山線,49826
中村公園,名古屋市,1号線東山線,24129
中村日赤,名古屋市,1号線東山線,8945
覚王山,名古屋市,1号線東山線,19252
伏見,名古屋市,1号線東山線,90729
高畑,名古屋市,1号線東山線,21383
本陣,名古屋市,1号線東山線,14607
新栄町,名古屋市,1号線東山線,27501
栄,名古屋市,1号線東山線,224228
岩塚,名古屋市,1号線東山線,14639
日比野,名古屋市,2号線名港線,16576
六番町,名古屋市,2号線名港線,13799
名古屋港,名古屋市,2号線名港線,10435
築地口,名古屋市,2号線名港線,10050
港区役所,名古屋市,2号線名港線,6885
東海通,名古屋市,2号線名港線,13917
金山,名古屋市,2号線名港線,0
久屋大通,名古屋市,2号線名城線,47503
市役所,名古屋市,2号線名城線,40944
平安通,名古屋市,2号線名城線,0
栄,名古屋市,2号線名城線,0
大曽根,名古屋市,2号線名城線,37012
志賀本通,名古屋市,2号線名城線,11637
矢場町,名古屋市,2号線名城線,61499
上前津,名古屋市,2号線名城線,44021
東別院,名古屋市,2号線名城線,13933
黒川,名古屋市,2号線名城線,26886
名城公園,名古屋市,2号線名城線,10921
金山,名古屋市,2号線名城線,150141
赤池,名古屋市,3号線鶴舞線,24175
いりなか,名古屋市,3号線鶴舞線,14034
八事,名古屋市,3号線鶴舞線,34064
原,名古屋市,3号線鶴舞線,18941
塩釜口,名古屋市,3号線鶴舞線,24732
植田,名古屋市,3号線鶴舞線,17250
平針,名古屋市,3号線鶴舞線,15780
浅間町,名古屋市,3号線鶴舞線,9296
鶴舞,名古屋市,3号線鶴舞線,25783
丸の内,名古屋市,3号線鶴舞線,37330
浄心,名古屋市,3号線鶴舞線,13651
川名,名古屋市,3号線鶴舞線,10227
大須観音,名古屋市,3号線鶴舞線,17356
上小田井,名古屋市,3号線鶴舞線,16849
御器所,名古屋市,3号線鶴舞線,21556
庄内通,名古屋市,3号線鶴舞線,13381
庄内緑地公園,名古屋市,3号線鶴舞線,7984
伏見,名古屋市,3号線鶴舞線,0
荒畑,名古屋市,3号線鶴舞線,8595
上前津,名古屋市,3号線鶴舞線,0
砂田橋,名古屋市,4号線名城線,14451
茶屋ヶ坂,名古屋市,4号線名城線,13375
八事日赤,名古屋市,4号線名城線,13089
本山,名古屋市,4号線名城線,0
総合リハビリセンター,名古屋市,4号線名城線,6084
八事,名古屋市,4号線名城線,0
自由ヶ丘,名古屋市,4号線名城線,13812
名古屋大学,名古屋市,4号線名城線,21403
新瑞橋,名古屋市,4号線名城線,25959
ナゴヤドーム前矢田,名古屋市,4号線名城線,21464
西高蔵,名古屋市,4号線名城線,6444
神宮西,名古屋市,4号線名城線,8087
金山,名古屋市,4号線名城線,0
伝馬町,名古屋市,4号線名城線,13955
瑞穂運動場東,名古屋市,4号線名城線,9238
堀田,名古屋市,4号線名城線,14252
妙音通,名古屋市,4号線名城線,3660
大曽根,名古屋市,4号線名城線,0
野並,名古屋市,6号線桜通線,13354
車道,名古屋市,6号線桜通線,13583
瑞穂区役所,名古屋市,6号線桜通線,14568
桜山,名古屋市,6号線桜通線,23171
吹上,名古屋市,6号線桜通線,13637
瑞穂運動場西,名古屋市,6号線桜通線,6616
名古屋,名古屋市,6号線桜通線,0
久屋大通,名古屋市,6号線桜通線,0
今池,名古屋市,6号線桜通線,0
高岳,名古屋市,6号線桜通線,15982
桜本町,名古屋市,6号線桜通線,7421
丸の内,名古屋市,6号線桜通線,0
中村区役所,名古屋市,6号線桜通線,10912
国際センター,名古屋市,6号線桜通線,11532
鶴里,名古屋市,6号線桜通線,5587
新瑞橋,名古屋市,6号線桜通線,0
御器所,名古屋市,6号線桜通線,0
平安通,名古屋市,上飯田線,11381
上飯田,名古屋市,上飯田線,8577
江吉良,名古屋鉄道,羽島線,0
新羽島,名古屋鉄道,羽島線,0
太田川,名古屋鉄道,河和線,0
高横須賀,名古屋鉄道,河和線,0
南加木屋,名古屋鉄道,河和線,0
富貴,名古屋鉄道,河和線,0
坂部,名古屋鉄道,河和線,0
成岩,名古屋鉄道,河和線,0
巽ヶ丘,名古屋鉄道,河和線,0
青山,名古屋鉄道,河和線,0
阿久比,名古屋鉄道,河和線,0
知多半田,名古屋鉄道,河和線,0
植大,名古屋鉄道,河和線,0
住吉町,名古屋鉄道,河和線,0
半田口,名古屋鉄道,河和線,0
知多武豊,名古屋鉄道,河和線,0
八幡新田,名古屋鉄道,河和線,0
河和口,名古屋鉄道,河和線,0
上ゲ,名古屋鉄道,河和線,0
河和,名古屋鉄道,河和線,0
白沢,名古屋鉄道,河和線,0
三柿野,名古屋鉄道,各務原線,0
市民公園前,名古屋鉄道,各務原線,0
苧ヶ瀬,名古屋鉄道,各務原線,0
羽場,名古屋鉄道,各務原線,0
細畑,名古屋鉄道,各務原線,0
各務原市役所前,名古屋鉄道,各務原線,0
新加納,名古屋鉄道,各務原線,0
新那加,名古屋鉄道,各務原線,0
手力,名古屋鉄道,各務原線,0
名電各務原,名古屋鉄道,各務原線,0
切通,名古屋鉄道,各務原線,0
二十軒,名古屋鉄道,各務原線,0
鵜沼宿,名古屋鉄道,各務原線,0
